Train loss,Test loss,Accuracy
3.331517457962036,11.880141258239746,0.2040909081697464
3.1690292358398438,11.257355690002441,0.2302272617816925
2.397646903991699,11.11022663116455,0.23318181931972504
2.195084810256958,10.837593078613281,0.24204544723033905
2.2485861778259277,10.824745178222656,0.23068180680274963
2.126668930053711,10.4539213180542,0.24954544007778168
2.0336217880249023,9.936380386352539,0.2613636255264282
1.9836989641189575,10.555095672607422,0.2511363625526428
2.19692063331604,9.855385780334473,0.2602272629737854
1.9616144895553589,9.834650039672852,0.25977271795272827
1.5097955465316772,9.790377616882324,0.26818180084228516
2.0520355701446533,9.453178405761719,0.2697727084159851
2.0952210426330566,8.677471160888672,0.28681817650794983
1.8727967739105225,8.99023723602295,0.25613635778427124
1.9748483896255493,9.117681503295898,0.2684090733528137
1.6606510877609253,7.933028221130371,0.2940908968448639
2.024285316467285,8.347959518432617,0.2838636338710785
1.9074885845184326,7.485475063323975,0.3279545307159424
1.644014835357666,7.073760986328125,0.31477272510528564
1.8568987846374512,7.422556400299072,0.3143181800842285
1.6921645402908325,7.434618949890137,0.31227272748947144
1.727349042892456,7.171117305755615,0.3163636326789856
1.637012004852295,7.139321327209473,0.3138636350631714
1.4442955255508423,6.913966655731201,0.33909088373184204
1.5655698776245117,8.051584243774414,0.2984090745449066
1.4693113565444946,7.403263568878174,0.31795454025268555
1.5056452751159668,7.16094970703125,0.31795454025268555
1.5902442932128906,6.121663570404053,0.362272709608078
1.3432163000106812,6.566428184509277,0.33636361360549927
1.514532208442688,6.156093120574951,0.34227272868156433
1.4826226234436035,7.401329040527344,0.28727272152900696
1.4635170698165894,6.82919979095459,0.33272725343704224
1.8425090312957764,6.346695899963379,0.32363635301589966
1.5464763641357422,5.073073863983154,0.3806818127632141
1.5228347778320312,5.814122676849365,0.36249998211860657
1.2708253860473633,5.262455940246582,0.3879545331001282
1.5772576332092285,5.577395439147949,0.3806818127632141
1.5322389602661133,5.13081169128418,0.37977272272109985
1.3149102926254272,4.320921897888184,0.42886361479759216
1.622246265411377,5.05153751373291,0.3872727155685425
1.74018132686615,4.993948459625244,0.38431817293167114
1.2757688760757446,4.85345458984375,0.3879545331001282
1.2309186458587646,4.568388938903809,0.3954545259475708
1.197501301765442,5.042205810546875,0.38886362314224243
1.2621071338653564,5.553208351135254,0.3590908944606781
1.3758430480957031,4.71329402923584,0.38931816816329956
1.5614657402038574,4.799067497253418,0.3718181848526001
1.529988169670105,4.48425817489624,0.3997727036476135
1.3140809535980225,4.012564182281494,0.4272727072238922
1.6224714517593384,4.112764835357666,0.4081818163394928
1.4000096321105957,3.673219680786133,0.44431817531585693
1.187973976135254,3.6987180709838867,0.4318181574344635
1.4102153778076172,3.9493424892425537,0.41295453906059265
1.3140509128570557,3.5507547855377197,0.46159088611602783
1.616642951965332,3.2953009605407715,0.4618181586265564
1.427594542503357,3.7017011642456055,0.4261363446712494
0.9738999605178833,3.2914528846740723,0.44545453786849976
1.2509796619415283,3.2226879596710205,0.45704543590545654
1.350635051727295,3.1532163619995117,0.4452272653579712
1.46249520778656,3.4399731159210205,0.4324999749660492
1.1999273300170898,3.6282055377960205,0.41113635897636414
1.0985679626464844,3.7805285453796387,0.40659090876579285
1.1044209003448486,3.592111110687256,0.4406818151473999
1.248589038848877,3.3786189556121826,0.4590908885002136
1.352912187576294,4.052654266357422,0.40977272391319275
1.192544937133789,3.4686026573181152,0.43977272510528564
1.1880193948745728,3.790134906768799,0.3915908932685852
1.2382858991622925,3.6083483695983887,0.4074999988079071
1.1851685047149658,3.008640766143799,0.46090906858444214
1.3019050359725952,3.1817829608917236,0.460454523563385
1.345102071762085,3.046372175216675,0.4572727084159851
1.4312596321105957,3.0949182510375977,0.4670454263687134
1.259326696395874,3.3390259742736816,0.4338636100292206
1.3267046213150024,3.0381784439086914,0.46659088134765625
1.456836223602295,2.968224287033081,0.4624999761581421
0.962904155254364,2.442561626434326,0.4970454275608063
0.9738811254501343,2.4225194454193115,0.503636360168457
0.8717220425605774,2.6184072494506836,0.49659088253974915
1.2405142784118652,2.643390417098999,0.4859090745449066
1.449894666671753,2.894946336746216,0.45886361598968506
1.2125260829925537,2.931879758834839,0.4456818103790283
1.054764747619629,2.6536731719970703,0.4788636267185211
1.25589919090271,2.4689011573791504,0.5065909028053284
1.311012864112854,2.281139373779297,0.5165908932685852
0.8081308603286743,2.497343063354492,0.49272724986076355
1.087183952331543,2.790980577468872,0.45886361598968506
1.11504328250885,2.7178266048431396,0.46159088611602783
1.0910775661468506,2.350396156311035,0.5120454430580139
1.137310266494751,2.9463846683502197,0.4386363625526428
1.0123001337051392,2.6405022144317627,0.47749999165534973
1.249592661857605,3.30480694770813,0.40090906620025635
1.2629871368408203,2.576706886291504,0.48954543471336365
1.1796746253967285,2.274923801422119,0.5118181705474854
0.922980785369873,2.3914475440979004,0.505227267742157
1.104363203048706,2.264101028442383,0.5093181729316711
1.0768301486968994,2.1359758377075195,0.5249999761581421
1.0874545574188232,2.451251983642578,0.4886363446712494
1.2363097667694092,2.099428176879883,0.533409059047699
1.0623663663864136,2.3781659603118896,0.4854545295238495
1.3418365716934204,2.2611563205718994,0.5027272701263428
1.1389349699020386,2.7388577461242676,0.45386362075805664
1.3470896482467651,2.7219691276550293,0.4470454454421997
1.1054306030273438,2.2441577911376953,0.5097727179527283
1.1764545440673828,2.119631767272949,0.5297726988792419
1.053133249282837,1.9998276233673096,0.5381817817687988
1.1182608604431152,2.361366033554077,0.5220454335212708
1.553456425666809,1.8069707155227661,0.5609090924263
1.0090705156326294,1.8716908693313599,0.5559090971946716
1.0226153135299683,1.8215501308441162,0.5584090948104858
1.0757360458374023,1.7390600442886353,0.5829545259475708
1.004809856414795,1.815664529800415,0.5670454502105713
1.281836748123169,1.7747126817703247,0.5611363649368286
0.8884515762329102,1.7050729990005493,0.5754545331001282
0.9570901393890381,2.2349178791046143,0.4893181622028351
1.2499101161956787,1.9446160793304443,0.5377272367477417
1.1048510074615479,1.9649122953414917,0.5254545211791992
1.2561832666397095,2.1046669483184814,0.5113636255264282
1.2073861360549927,2.024606943130493,0.5224999785423279
0.8012599945068359,2.1641736030578613,0.4963636100292206
1.2695598602294922,1.7637765407562256,0.5538636445999146
1.1637518405914307,1.7909767627716064,0.5561363697052002
1.1211838722229004,1.855880856513977,0.5554545521736145
0.9232325553894043,1.538946509361267,0.6049999594688416
1.192973017692566,1.549994707107544,0.5856817960739136
1.0139553546905518,1.5845861434936523,0.5861363410949707
1.053980827331543,1.463973045349121,0.6056817770004272
1.4035553932189941,1.636819839477539,0.5868181586265564
1.2088193893432617,1.6225639581680298,0.5849999785423279
1.2182399034500122,1.4156185388565063,0.599545419216156
1.2807787656784058,1.6438647508621216,0.5672727227210999
0.8606337904930115,1.6842000484466553,0.571363627910614
1.0937063694000244,1.6042888164520264,0.5847727060317993
0.9718825221061707,1.5317907333374023,0.5999999642372131
1.2170628309249878,1.4549460411071777,0.6177272796630859
1.0709292888641357,1.5048259496688843,0.6065908670425415
0.9788703918457031,1.4821209907531738,0.6106817722320557
1.0337681770324707,1.384796142578125,0.621363639831543
0.9071599841117859,1.3437806367874146,0.6220454573631287
0.8232921361923218,1.3605200052261353,0.6195454597473145
1.3424327373504639,1.2740472555160522,0.6490908861160278
1.0732074975967407,1.21602201461792,0.6611363291740417
0.8211289644241333,1.283869743347168,0.6415908932685852
1.2846386432647705,1.2649271488189697,0.6449999809265137
1.2502377033233643,1.4377371072769165,0.604772686958313
1.1597933769226074,1.4493738412857056,0.6061363220214844
1.185689091682434,1.4416025876998901,0.6043181419372559
0.7571171522140503,1.5038880109786987,0.5920454263687134
1.4151675701141357,1.3025166988372803,0.637499988079071
1.0995780229568481,1.320385456085205,0.6315909028053284
0.738739013671875,1.2527961730957031,0.6436363458633423
1.1041150093078613,1.4265289306640625,0.6024999618530273
0.9282022714614868,1.4331285953521729,0.603181779384613
1.262134313583374,1.381711721420288,0.6131818294525146
1.31173837184906,1.2581803798675537,0.639090895652771
1.1128501892089844,1.4700168371200562,0.5877272486686707
1.16648268699646,1.3180726766586304,0.6254545450210571
0.9886974692344666,1.2923378944396973,0.6381818056106567
1.17569100856781,1.3794752359390259,0.6063635945320129
1.147132158279419,1.294679880142212,0.6231818199157715
0.7433963418006897,1.2280070781707764,0.6388636231422424
0.8999354243278503,1.32088041305542,0.6179545521736145
0.8604464530944824,1.2405787706375122,0.6386363506317139
0.8687963485717773,1.238913893699646,0.644318163394928
0.8699151277542114,1.1606141328811646,0.6579545140266418
1.021673321723938,1.246706485748291,0.6379545331001282
1.1626079082489014,1.1605358123779297,0.6524999737739563
0.9897866249084473,1.1759947538375854,0.6470454335212708
0.9882679581642151,1.0759187936782837,0.6722726821899414
1.4716389179229736,1.066871166229248,0.6784090995788574
1.0787665843963623,1.110556960105896,0.6574999690055847
0.8380027413368225,1.0790644884109497,0.6756818294525146
1.0254158973693848,1.19606351852417,0.6399999856948853
1.4632494449615479,1.1712521314620972,0.6463636159896851
0.9187031388282776,1.1017240285873413,0.6661363244056702
0.8545409440994263,1.085128664970398,0.6695454120635986
1.1984134912490845,1.157881498336792,0.6522727012634277
0.8599317073822021,1.079826831817627,0.6727272272109985
0.7622446417808533,1.1753206253051758,0.6372727155685425
1.0751023292541504,1.0401629209518433,0.6784090995788574
1.031018853187561,1.1302993297576904,0.6538636088371277
0.6990655660629272,1.0559805631637573,0.6745454668998718
0.9181746244430542,1.177296757698059,0.6399999856948853
0.997061550617218,1.0664135217666626,0.6779545545578003
1.0496219396591187,1.102024793624878,0.6772727370262146
1.624206304550171,1.0721088647842407,0.6790909171104431
1.0053260326385498,1.0881074666976929,0.6747727394104004
0.923011064529419,1.1561697721481323,0.653181791305542
1.3588449954986572,1.1475225687026978,0.6481817960739136
1.1454689502716064,1.1057391166687012,0.6574999690055847
1.0775840282440186,1.05772864818573,0.6643181443214417
0.6957494020462036,1.0554640293121338,0.663636326789856
0.7477735877037048,1.0739401578903198,0.6518181562423706
0.9057818055152893,1.1273527145385742,0.6493181586265564
0.7863670587539673,1.0405006408691406,0.673409104347229
0.9226279854774475,1.0375325679779053,0.6695454120635986
0.9527406692504883,1.0273412466049194,0.6743181943893433
0.8410944938659668,1.0008608102798462,0.6811363697052002
1.0737550258636475,1.096315860748291,0.6540908813476562
1.1503010988235474,1.1684832572937012,0.6470454335212708
0.9883501529693604,1.1742686033248901,0.6293181777000427
1.0197832584381104,0.9790515303611755,0.6859090924263
0.9806351065635681,0.9604678153991699,0.6906818151473999
0.8560866117477417,1.0459911823272705,0.6715908646583557
1.3658227920532227,0.9603622555732727,0.6906818151473999
0.8821881413459778,0.9446713328361511,0.696363627910614
1.081205129623413,0.922668993473053,0.7049999833106995
0.9058303833007812,1.0006897449493408,0.6827272772789001
0.6564815640449524,1.008312463760376,0.678636372089386
0.9795947074890137,1.0148050785064697,0.6756817698478699
1.0016181468963623,1.0326300859451294,0.6720454096794128
0.9314267635345459,1.0449421405792236,0.675000011920929
0.8247804641723633,1.110399603843689,0.6549999713897705
0.7936047911643982,1.0118800401687622,0.6790909171104431
0.8907628059387207,1.0290029048919678,0.6679545044898987
1.010119915008545,0.9510051012039185,0.6956818103790283
0.9217590689659119,1.1434202194213867,0.6456817984580994
0.6857245564460754,1.0229787826538086,0.6720454096794128
0.9172415733337402,0.9782777428627014,0.6856818199157715
0.8548710942268372,0.9024824500083923,0.7124999761581421
1.0714271068572998,0.9930206537246704,0.6795454621315002
